text,scenario,label
hey i happened to miss one of my important meetings today,general,27
hey i met one of my old classmates today,general,27
i just cleaned my car,general,27
i hate how long the traffic jams get,general,27
this computer is very hard to use,general,27
i need a nap,general,27
i am tired,general,27
what are you doing,general,27
whats shakin bacon,general,27
good morning vietnam,general,27
wakey wakey eggs and bakey,general,27
how are you feeling today,general,27
what do you want to do today,general,27
what do you think i should have for breakfast,general,27
can i tell you about my day,general,27
you want to know how my day went,general,27
i eat breakfast at eight am,general,27
i don't want to take any more calls after five pm,general,27
hey i saw a dog today,general,27
i saw a bulldog today,general,27
today i saw a bulldog,general,27
what's been going on,general,27
do you think today will be nice out,general,27
do you think i should go to the theater today,general,27
do you think i should see a movie or go out to dinner,general,27
i got a damn speeding ticket,general,27
i bought cruiser tickets,general,27
i got a raise today,general,27
please tell me the score of the game,general,27
please tell me bob lives,general,27
what are we doing today with ourselves,general,27
my day was extremely hard,general,27
i need to have better focus olky i couldn't concentrate on a single task,general,27
there are certain parts of my day where i am fatigued,general,27
my commute was difficult today,general,27
i bought pre season baseball tickets,general,27
i got a package in the mail today,general,27
i had the worst day ever today,general,27
you'll never guess what happened earlier today,general,27
i have to tell you about my day,general,27
it was a tough day today,general,27
today was a hard day,general,27
i hope tomorrow will be better,general,27
i had a great day today what do you think,general,27
this was a great day,general,27
wake up,general,27
i am fine,general,27
not a good day,general,27
hey how's it going,general,27
recap my day,general,27
show me what i did today,general,27
hey whatsapp,general,27
hi what's going on,general,27
i took my truck to the shop,general,27
i went to the store,general,27
i need to buy gas,general,27
how are you feeling lately,general,27
are you batteries all charged up and ready to go,general,27
my day was exhausting,general,27
i had chicken for lunch and it was delicious,general,27
i got invited to the pub on saturday,general,27
i have a deadline on tuesday,general,27
i got loads of sleep today,general,27
what fun things are there to do in this area,general,27
where should i take my wife for dinner tonight,general,27
tell me a good alcoholic drink,general,27
talk to me,general,27
what's an interesting fact not many people know,general,27
tell me something about america,general,27
what do you know about america,general,27
tell me some best tourist places to visit in america,recommendation,57
sports,general,27
family entertainment,general,27
investing,general,27
veganism,general,27
music from the,play,48
what is a good rap album that came out this year,music,43
where is a good place to eat cheap pakistani food,recommendation,57
what features are you going to add in the future,general,27
what do you do with my data and information,general,27
do you store personal information about me,general,27
tv,general,27
twitter,general,27
hey what are some good movies coming out soon,general,27
hey what has been happening interesting in sports lately,general,27
hey what are some good job opportunities,general,27
hey what do you store about me,general,27
where does my personal information get stored,general,27
do you sell any of my information to advertisers,general,27
how is your day going,general,27
what features do you have planned to release in the future,general,27
how often do you complete updates,general,27
my day was so busy,general,27
my day was great,general,27
what do you do with my personal data,general,27
how often are you updated,general,27
what information do you capture about me,general,27
i went shopping today and bought a massive dildo,general,27
isn't it funny how the weather keeps getting worse,general,27
today i ran into my old friend bob,general,27
can we talk about good wine,general,27
can we talk about wild orgies,general,27
can we talk about good whisky,general,27
do you enjoy being a,general,27
what's the stupidest question anyone ever asked you,general,27
are you jealous of siri's movie career,general,27
what type of learning system do you use,general,27
what do you do all day,general,27
are you content with being inside a,general,27
which is the best place to visit in this month,recommendation,57
where can i get shawarma in this area,recommendation,57
give me some health tips,general,27
how to get somewhere,transport,63
when i want it to take down notes,general,27
what sound does a dog make,general,27
beam me up scotty,general,27
riddles,general,27
politics,general,27
economy,general,27
the kids are driving me crazy,general,27
add note that my day is going well,general,27
my day is going well add a memo,general,27
open memo add note about my meeting,calendar,9
games,play,47
trivia,general,27
wikipedia topics,general,27
famous person biographies,general,27
hey you there,general,27
how does today look,general,27
hello how is your day,general,27
What's up,general,27
technology,general,27
tennis,general,27
movies,general,27
find me the cheapest copy of the four hour body,general,27
where can i find a preparation professional for under dollars,general,27
today i had a meeting with george,general,27
today the following happened to me i had a meeting with george,general,27
please know that today i had a meeting with george,general,27
ordering food,takeaway,61
deleting calendar events,calendar,8
can you tell me a little about yourself,general,27
what's your favorite color,general,27
do you feel more like a machine or a person,general,27
today i lost my phone,general,27
today i couldn't find my phone,general,27
today i searched all over for my phone and couldn't find it,general,27
have you heard any good music lately,general,27
record what happened today,general,27
here is something from today,general,27
today some things happened,general,27
my day was busy,general,27
i had a car accident today,general,27
how many top ten tunes did katy perry have last year,general,27
is there a groomer in town for cats only,general,27
find a grocery store in town that carries creamed pickled herring,recommendation,57
trump,general,27
jobs in my area for my skill set,general,27
when is the first seventy degree day forecast,general,27
life goals,general,27
robotic sentience,general,27
breeds of dog that are most hypoallergenic,general,27
what traits would be on a moral inventory,general,27
how many words does it know,general,27
